"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Ireland","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","32.8",""
"Ireland","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","32.3","1"
"Ireland","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","31.8",""
"Israel","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","47.4",""
"Israel","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Israel","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Israel","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","46.2","1"
"Israel","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","45.8","1"
"Israel","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","45.7","1"
"Israel","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","45.6","1"
"Israel","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","45.2","1"
"Israel","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","44.6","1"
"Israel","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","44.3","1"
"Israel","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","44.0","1"
"Israel","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","43.6",""
"Israel","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","43.1","1"
"Israel","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","42.3","1"
"Israel","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","42.0","1"
"Israel","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","41.2","1"
"Israel","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","40.6","1"
"Israel","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","40.3","1"
"Israel","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","39.5","1"
"Israel","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","39.0","1"
"Israel","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","38.6","1"
"Israel","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","38.3","1"
"Italy","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","40.4",""
"Italy","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","40.1",""
"Italy","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","39.7",""
"Italy","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","39.0","1"
"Italy","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","39.0","1"
"Italy","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","38.8","1"
"Italy","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","38.3","1"
"Italy","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","38.0","1"
"Italy","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","37.6","1"
"Italy","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","37.2","1"
"Italy","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","37.0","1"
"Italy","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","36.6","1"
"Italy","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","36.2","1"
"Italy","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","36.0","1"
"Italy","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","37.5","1"
"Italy","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","37.2","1"
"Italy","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","37.1","1"
"Italy","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","37.0","1"
"Italy","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","36.6","1"
"Italy","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","36.3","1"
"Italy","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","35.8","1"
"Italy","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","35.0","1"
"Jamaica","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","43.6",""
"Jamaica","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","43.6",""
"Jamaica","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Jamaica","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","44.5","1"
"Jamaica","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","44.6",""
"Jamaica","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","44.7",""
"Jamaica","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","44.9",""
"Jamaica","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","45.1",""
"Jamaica","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","45.1","1"
"Jamaica","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","45.9",""
"Jamaica","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Jamaica","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Jamaica","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","47.5","1"
"Jamaica","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","47.3",""
"Jamaica","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","47.2",""
"Jamaica","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Jamaica","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","46.8","1"
"Jamaica","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","46.7",""
"Jamaica","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Jamaica","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","46.5",""
"Jamaica","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Jamaica","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Japan","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","41.2",""
"Japan","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Japan","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Japan","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","40.9","1"
"Japan","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","40.7","1"
"Japan","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","40.8","1"
"Japan","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","40.6","1"
"Japan","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","40.6","1"
"Japan","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","40.7","1"
"Japan","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","40.6","1"
"Japan","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","40.5","1"
"Japan","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","40.5","1"
"Japan","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","40.5","1"
"Japan","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","40.5","1"
"Japan","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","40.7","1"
"Japan","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","40.8","1"
"Japan","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","40.6","1"
"Japan","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","40.5","1"
"Japan","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","40.1","1"
"Japan","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","40.0","1"
"Japan","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","39.9","1"
"Japan","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","39.7","1"
"Jordan","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","25.5",""
"Jordan","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","25.1",""
"Jordan","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","24.7",""
"Jordan","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","24.1",""
"Jordan","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","23.8",""
"Jordan","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","23.5",""
"Jordan","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","23.2",""
"Jordan","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","22.8",""
"Jordan","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","22.5",""
"Jordan","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","22.1",""
"Jordan","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","21.9",""
"Jordan","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","21.7",""
"Jordan","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","20.9",""
"Jordan","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","20.3","1"
"Jordan","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","19.7",""
"Jordan","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","19.2","1"
"Jordan","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","18.8",""
"Jordan","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","18.8",""
"Jordan","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","19.2",""
"Jordan","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","19.2",""
"Jordan","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","19.2",""
"Jordan","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","19.1",""
"Kazakhstan","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","50.0",""
"Kazakhstan","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","49.9",""
"Kazakhstan","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","49.7",""
"Kazakhstan","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","49.4","1"
"Kazakhstan","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","49.5","1"
"Kazakhstan","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","49.3",""
"Kazakhstan","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","49.0",""
"Kazakhstan","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","48.7",""
"Kazakhstan","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","48.4",""
"Kazakhstan","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","48.0",""
"Kazakhstan","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","47.6",""
"Kazakhstan","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","47.3",""
"Kazakhstan","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Kazakhstan","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Kazakhstan","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Kazakhstan","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","46.5",""
"Kazakhstan","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","46.4","1"
"Kazakhstan","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","46.5",""
"Kazakhstan","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Kazakhstan","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","46.7",""
"Kazakhstan","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Kazakhstan","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Kenya","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","44.2",""
"Kenya","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","44.3",""
"Kenya","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","44.4",""
"Kenya","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","44.1",""
"Kenya","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","44.2",""
"Kenya","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","44.4",""
"Kenya","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","44.5",""
"Kenya","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","44.7",""
"Kenya","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","44.8",""
"Kenya","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","44.9",""
"Kenya","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","45.1",""
"Kenya","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","45.2",""
"Kenya","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","45.3",""
"Kenya","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","45.5",""
"Kenya","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","45.6",""
"Kenya","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","45.8",""
"Kenya","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Kenya","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","46.0","1"
"Kenya","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Kenya","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Kenya","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Kenya","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Korea DPR","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","39.3",""
"Korea DPR","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","39.3",""
"Korea DPR","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","39.3",""
"Korea DPR","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","40.0",""
"Korea DPR","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","39.9",""
"Korea DPR","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","39.9",""
"Korea DPR","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","39.9",""
"Korea DPR","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","39.8",""
"Korea DPR","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","39.8",""
"Korea DPR","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","39.7",""
"Korea DPR","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","39.7",""
"Korea DPR","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","39.6",""
"Korea DPR","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","39.7",""
"Korea DPR","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","39.9",""
"Korea DPR","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","40.1",""
"Korea DPR","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","40.3",""
"Korea DPR","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","40.6",""
"Korea DPR","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","40.7",""
"Korea DPR","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Korea DPR","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Korea DPR","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","41.2",""
"Korea DPR","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","41.3",""
"Korea Rep","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Korea Rep","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Korea Rep","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Korea Rep","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","40.3","1"
"Korea Rep","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","40.6","1"
"Korea Rep","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","40.6","1"
"Korea Rep","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","40.3","1"
"Korea Rep","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","39.7","1"
"Korea Rep","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","39.3","1"
"Korea Rep","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","40.3","1"
"Korea Rep","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","39.8","1"
"Korea Rep","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","39.5","1"
"Korea Rep","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","39.2","1"
"Korea Rep","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","39.0","1"
"Korea Rep","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","39.0","1"
"Korea Rep","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","39.1","1"
"Korea Rep","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","39.3","1"
"Korea Rep","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","39.4","1"
"Korea Rep","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","39.1","1"
"Korea Rep","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","39.1","1"
"Korea Rep","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","38.1","1"
"Korea Rep","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","37.4","1"
"Kuwait","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","25.8",""
"Kuwait","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","25.2",""
"Kuwait","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","24.5",""
"Kuwait","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","23.2",""
"Kuwait","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","22.9",""
"Kuwait","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","22.6",""
"Kuwait","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","22.3",""
"Kuwait","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","21.9",""
"Kuwait","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","21.5",""
"Kuwait","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","21.2",""
"Kuwait","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","20.7",""
"Kuwait","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","20.3",""
"Kuwait","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","19.6",""
"Kuwait","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","19.6",""
"Kuwait","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","21.3",""
"Kuwait","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","23.0",""
"Kuwait","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","21.9",""
"Kuwait","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","21.1",""
"Kuwait","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","22.1","1"
"Kuwait","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","20.9",""
"Kuwait","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","19.8",""
"Kuwait","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","18.6",""
"Kyrgyzstan","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","44.1",""
"Kyrgyzstan","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","44.2",""
"Kyrgyzstan","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","44.2",""
"Kyrgyzstan","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","44.3",""
"Kyrgyzstan","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","44.2","1"
"Kyrgyzstan","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","44.5",""
"Kyrgyzstan","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","44.7",""
"Kyrgyzstan","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","44.9",""
"Kyrgyzstan","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","45.1",""
"Kyrgyzstan","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","45.3",""
"Kyrgyzstan","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","45.4",""
"Kyrgyzstan","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","45.5",""
"Kyrgyzstan","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","45.6",""
"Kyrgyzstan","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","45.8",""
"Kyrgyzstan","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","45.9",""
"Kyrgyzstan","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Kyrgyzstan","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","46.2","1"
"Kyrgyzstan","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","46.3",""
"Kyrgyzstan","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Kyrgyzstan","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Kyrgyzstan","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","46.7",""
"Kyrgyzstan","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Lao PDR","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Lao PDR","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Lao PDR","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Lao PDR","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Lao PDR","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Lao PDR","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Lao PDR","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","40.7",""
"Lao PDR","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","40.7",""
"Lao PDR","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Lao PDR","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Lao PDR","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Lao PDR","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Lao PDR","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Lao PDR","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Lao PDR","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Lao PDR","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","40.7",""
"Lao PDR","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","40.7",""
"Lao PDR","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Lao PDR","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Lao PDR","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Lao PDR","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","41.3",""
"Lao PDR","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","41.6",""
"Latvia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","48.3",""
"Latvia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","48.4",""
"Latvia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","48.4",""
"Latvia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","48.8","1"
"Latvia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","48.6","1"
"Latvia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","48.4","1"
"Latvia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","48.9","1"
"Latvia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","47.6","1"
"Latvia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","47.6","1"
"Latvia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","48.5","1"
"Latvia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","47.6","1"
"Latvia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","48.0",""
"Latvia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","48.4",""
"Latvia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","48.7",""
"Latvia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","49.0",""
"Latvia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","49.4",""
"Latvia","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","49.7","1"
"Latvia","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","49.8",""
"Latvia","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","49.9",""
"Latvia","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","50.0",""
"Latvia","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","50.2",""
"Latvia","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","50.3",""
"Lebanon","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","31.1",""
"Lebanon","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","30.7",""
"Lebanon","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","30.3",""
"Lebanon","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","29.3",""
"Lebanon","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","29.4",""
"Lebanon","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","29.3",""
"Lebanon","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","29.5",""
"Lebanon","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","29.0",""
"Lebanon","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","28.7",""
"Lebanon","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","28.3",""
"Lebanon","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","28.3",""
"Lebanon","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","28.2",""
